	artist_name	artist_id	release_name	release_id	label_name	styles	price	year	artist_page_url	gender
1970	art of trance	7197	stratosphere	2051611-02	platipus	uplifting trance	2.08	2012	/artist/78ac5900-dd56-4e93-9a43-08efa9412f18	Male
1971	art of trance	7197	curve bender	3344366-02	platipus	techno	3.12	2017	/artist/78ac5900-dd56-4e93-9a43-08efa9412f18	Male
1972	art of trance	7197	madagascar	3603117-02	magik muzik	uplifting trance	1.04	2017	/artist/78ac5900-dd56-4e93-9a43-08efa9412f18	Male
1973	arte bionico	7036873	arte bionico	1204910-02	superstition	uplifting trance	4.16	1994	/artist/bc3d1d5c-ddd9-466e-b57c-0b4e06d4cf59	
1974	artery	4825	mother moon	1476224-02	phantom power	rock	3.12	2009	/artist/9b032ca9-4d11-426f-96fd-5f120ac04e98	
1975	artery	4825	oceans	1476503-02	phantom power	rock	7.28	2009	/artist/9b032ca9-4d11-426f-96fd-5f120ac04e98	
1976	artful dice	2486404	count me down	2292138-02	zelos deep	funky|club house	2.08	2013	/artist/578da912-350a-4511-bdec-f30a4e3a866d	
1977	artful dice	2486404	breakdown	1970836-02	zelos deep	minimal|tech house	4.16	2012	/artist/578da912-350a-4511-bdec-f30a4e3a866d	
1978	artful dice	2486404	early night	1893897-02	zelos deep	minimal|tech house	2.08	2012	/artist/578da912-350a-4511-bdec-f30a4e3a866d	
1979	artful dice	2486404	early night (remixes)	1911251-02	zelos deep	minimal|tech house	3.12	2012	/artist/578da912-350a-4511-bdec-f30a4e3a866d	
1980	artful dice	2486404	cheezy jazz	1927405-02	mycore	deep house	3.12	2012	/artist/578da912-350a-4511-bdec-f30a4e3a866d	
1981	arthur's landing	7036874	arthur's landing	1684549-02	strut	rock	13.52	2011	/artist/f2a15a99-5ff3-403d-91b1-ddca6c4bd408	
1982	arthur's landing	7036874	i want to change my life (numan paul & p.s.stait remix)	4014466-02	buddhist army	progressive house	0.95	2014	/artist/f2a15a99-5ff3-403d-91b1-ddca6c4bd408	
1983	arthur's landing	7036874	miracle 2 remixes (set #2)	4014467-02	buddhist army	funky|club house	23.1	2014	/artist/f2a15a99-5ff3-403d-91b1-ddca6c4bd408	
1984	arthur's landing	7036874	miracle 2 (remixes)	4014464-02	buddhist army	funky|club house	11.52	2013	/artist/f2a15a99-5ff3-403d-91b1-ddca6c4bd408	
1985	arthur's landing	7036874	i want to change my life (virgin magnetic material remix)	4014465-02	buddhist army	disco|nu-disco	3.46	2013	/artist/f2a15a99-5ff3-403d-91b1-ddca6c4bd408	
1986	artifakt2	51958	triad part 1	1722364-02	timecode	psy|goa trance	3.12	2011		
1987	artifakt2	51958	triad part 2	1789323-02	timecode	psy|goa trance	3.12	2011		
1988	artist unknown	28723	undead/control	3238134-02	disko b	electro house	5.2	2016	/artist/eb9d8589-6659-4ccc-ae9c-36cd6f95d8a8	
1989	artist unknown	28723	future	1200080-02	disko b	electro house	15.6	2000	/artist/eb9d8589-6659-4ccc-ae9c-36cd6f95d8a8	
1990	artist unknown	28723	oh sh#t	3104391-02	misfit melodies	deep house	3.12	2016	/artist/eb9d8589-6659-4ccc-ae9c-36cd6f95d8a8	
1991	artist unknown	28723	artist series vol 03: artist unknown	2352581-02	klass	minimal|tech house	10.4	2013	/artist/eb9d8589-6659-4ccc-ae9c-36cd6f95d8a8	
1992	artist unknown	28723	w0rmh0l3.dat	3238014-02	3xpl017	techno	2.08	2016	/artist/eb9d8589-6659-4ccc-ae9c-36cd6f95d8a8	
1993	artist unknown	28723	unknown part 01 ep	2356131-02	klever	deep house	4.16	2011	/artist/eb9d8589-6659-4ccc-ae9c-36cd6f95d8a8	
1994	artois	1512928	turkish gold ep	1551382-02	bonzai progressive	progressive house	6.24	2010	/artist/432edaf7-9bc8-440a-a4af-9b84f4c060c7	
1995	artois	1512928	turkish gold ep	3373286-02	bonzai back catalogue	progressive house	6.24	2017	/artist/432edaf7-9bc8-440a-a4af-9b84f4c060c7	
1996	arual	2762533	cold showa	1915287-02	manchester underground	minimal|tech house	4.16	2012	/artist/1dbf8eae-f1d5-4b8d-95b8-660ae5560ea0	
1997	arual	2762533	you	1725402-02	gouta	deep house	2.08	2011	/artist/1dbf8eae-f1d5-4b8d-95b8-660ae5560ea0	
1998	arual	2762533	single is better	1838252-02	gouta	minimal|tech house	2.08	2011	/artist/1dbf8eae-f1d5-4b8d-95b8-660ae5560ea0	
1999	arveene & misk	7036875	love & lust	1669448-02	plant	electro house	6.24	2010	/artist/3160810e-33df-4cfe-a794-7f30c2b9ce5d	
2000	arveene & misk	7036875	out for more/i need you	4052056-02	animal language	funky|club house	3.12	2012	/artist/3160810e-33df-4cfe-a794-7f30c2b9ce5d	
2001	arveene & misk	7036875	don't stop	4055597-02	animal language	funky|club house	3.12	2014	/artist/3160810e-33df-4cfe-a794-7f30c2b9ce5d	
2002	arveene & misk	7036875	do you like disco?	4052059-02	animal language	minimal|tech house	4.16	2011	/artist/3160810e-33df-4cfe-a794-7f30c2b9ce5d	
2003	arveene & misk	7036875	four of a kind	1887621-02	la bombe	electro house	4.16	2011	/artist/3160810e-33df-4cfe-a794-7f30c2b9ce5d	
2004	as far as i know	13020	chaotic behaviour ep	4036045-02	night defined	techno	4.16	2019	/artist/1827b69a-14a7-450a-a842-b90d7f8f3a2a	
2005	as one	8702	de:10.01	4006823-02	de:tuned	broken beat|nu jazz	3.12	2019	/artist/a15ed039-7967-4bf9-b660-7aa89471f9fb	Male
2006	as one	8702	21st century soul	2765316-02	ubiquity	broken beat|nu jazz	11.44	1997	/artist/a15ed039-7967-4bf9-b660-7aa89471f9fb	Male
2007	as one	8702	elegant systems	1433899-02	versatile	minimal|tech house	10.4	2009	/artist/a15ed039-7967-4bf9-b660-7aa89471f9fb	Male
2008	as one	8702	out of the darkness	2764574-02	ubiquity	broken beat|nu jazz	12.48	2004	/artist/a15ed039-7967-4bf9-b660-7aa89471f9fb	Male
2009	as one	8702	planeraty folklore ii	3669083-02	archive	broken beat|nu jazz	8.32	2015	/artist/a15ed039-7967-4bf9-b660-7aa89471f9fb	Male
2010	as one	8702	elegant systems	1374644-02	versatile	minimal|tech house	10.4	2005	/artist/a15ed039-7967-4bf9-b660-7aa89471f9fb	Male
2011	as one	8702	class war	2709180-02	siofra	techno	4.16	2015	/artist/a15ed039-7967-4bf9-b660-7aa89471f9fb	Male
2012	asap	23927	move, bounce, shake, dip	2432915-02	texture	progressive house	3.12	2013	/artist/1324a562-0b88-48f4-b9d3-182ee14bcf7d	
2013	ascension	27165	for a lifetime	1877467-02	armada	uplifting trance	4.16	2011	/artist/b7085d2c-92fd-44fb-a90e-233a6dffe7b6	
2014	ascension	27165	someone	1808306-02	armada digital	uplifting trance	5.2	2011	/artist/b7085d2c-92fd-44fb-a90e-233a6dffe7b6	
2015	ascension	27165	interpretations vol 3	1333981-02	captivating sounds	uplifting trance	2.08	2008	/artist/b7085d2c-92fd-44fb-a90e-233a6dffe7b6	
2016	ascension	27165	for a lifetime	1369564-02	xtravaganza	uplifting trance	3.12	2007	/artist/b7085d2c-92fd-44fb-a90e-233a6dffe7b6	
2017	ascension	27165	someone	1256941-02	yes mate	breakbeat	2.08	2005	/artist/b7085d2c-92fd-44fb-a90e-233a6dffe7b6	
2018	ashtrax	7036876	helsinki	1930779-02	pmi dance	breakbeat	2.08	2012	/artist/13830f8f-5d92-47df-84dc-bf46afaf3d19	
2019	ashtrax	7036876	kafka	1930780-02	pmi dance	progressive house	3.12	2012	/artist/13830f8f-5d92-47df-84dc-bf46afaf3d19	
2020	ashtrax	7036876	bad red	3222787-02	gu	funky|club house	3.12	2016	/artist/13830f8f-5d92-47df-84dc-bf46afaf3d19	
2021	ashtrax	7036876	xtreme control	3229493-02	gu	electro	4.16	2016	/artist/13830f8f-5d92-47df-84dc-bf46afaf3d19	
2022	ashworth	1568706	second guess	3270807-02	ultra	progressive house	1.04	2016	/artist/c8f3ae1c-c565-4318-b7ab-de7fdc9bdf27	
2023	ashworth	1568706	situation	2347792-02	w&o street tracks	deep house	1.04	2013	/artist/c8f3ae1c-c565-4318-b7ab-de7fdc9bdf27	
2024	ashworth	1568706	portland	3065338-02	made of concrete	techno	4.16	2016	/artist/c8f3ae1c-c565-4318-b7ab-de7fdc9bdf27	
2025	ashworth	1568706	second ep	2575891-02	sneaky music	deep house	4.16	2014	/artist/c8f3ae1c-c565-4318-b7ab-de7fdc9bdf27	
2026	ashworth	1568706	dawn ep	2385040-02	sneaky music	deep house	3.12	2014	/artist/c8f3ae1c-c565-4318-b7ab-de7fdc9bdf27	
2027	ashworth	1568706	furniture ep	2250027-02	baalsaal	minimal|tech house	3.12	2013	/artist/c8f3ae1c-c565-4318-b7ab-de7fdc9bdf27	
2028	ashworth	1568706	freeman	2121675-02	electro culture	deep house	3.12	2013	/artist/c8f3ae1c-c565-4318-b7ab-de7fdc9bdf27	
2029	ashworth	1568706	seppuku005	2581466-02	seppu	ambient|drone	3.12	2014	/artist/c8f3ae1c-c565-4318-b7ab-de7fdc9bdf27	
2030	asia gang	7036877	deck the halls	3922232-02	saifam	euro dance|pop dance	1.04	2018	/artist/02dbb5e7-3360-43e2-a68e-ac66992e7b4d	
2031	asia gang	7036877	you're the one that i want	1331795-02	21st century	euro dance|pop dance	4.16	2008	/artist/02dbb5e7-3360-43e2-a68e-ac66992e7b4d	
2032	asia gang	7036877	in the heat of the night	1485437-02	saifam	euro dance|pop dance	1.04	2009	/artist/02dbb5e7-3360-43e2-a68e-ac66992e7b4d	
2033	asia gang	7036877	ever 2000	1316197-02	21st century	euro dance|pop dance	2.08	2008	/artist/02dbb5e7-3360-43e2-a68e-ac66992e7b4d	
2034	asia gang	7036877	we are the world	3220096-02	klone beat	euro dance|pop dance	1.04	2016	/artist/02dbb5e7-3360-43e2-a68e-ac66992e7b4d	
2035	aspekt	7036878	mobetta	1244682-02	anjunabeats	progressive house	2.08	2002	/artist/df881e96-53f9-448d-b30a-5d261b91fc03	
2036	aspekt	7036878	hi jack	1244745-02	anjunabeats	uplifting trance	2.08	2006	/artist/df881e96-53f9-448d-b30a-5d261b91fc03	
2037	aspiral	7036879	music is	2880416-02	bonzai classics	uplifting trance	4.16	2015	/artist/4e98b71f-cffa-4161-8d93-a9229fb65179	
2038	aspire sound	7036880	drowning you out	3396596-02	quantize	deep house	4.16	2017	/artist/5917183a-8975-4021-b132-49479918bc0b	
2039	aspire sound	7036880	i'll be out	2792904-02	tr	funky|club house	5.2	2015	/artist/5917183a-8975-4021-b132-49479918bc0b	
2040	aspire sound	7036880	time traveler	2870269-02	tr	funky|club house	3.12	2015	/artist/5917183a-8975-4021-b132-49479918bc0b	
2041	assailants	7036881	chase sequences	3818037-02	obscurity is infinite	techno	4.16	2018	/artist/e1ae7548-9fd6-460c-a384-b4c3cefedc9e	
2042	assalti industriali	7036882	d.a.n.c.e. 4	3655186-02	attic music	techno	3.12	2018	/artist/66418fa5-501d-4edd-a988-238c6dbdcb5c	
2043	assalti industriali	7036882	assalto primo	2648357-02	love blast	techno	6.24	2014	/artist/66418fa5-501d-4edd-a988-238c6dbdcb5c	
2044	asteroidz	7036883	the world of sound	2832238-02	unite	hardstyle	2.08	2015	/artist/fde85212-9b8f-4dc1-926b-c43cba2a39ad	Male
2045	asteroidz	7036883	rockin	2773410-02	unite	hardstyle	2.08	2015	/artist/fde85212-9b8f-4dc1-926b-c43cba2a39ad	Male
2046	asteroidz	7036883	eternity	2901742-02	unite	hardstyle	2.08	2015	/artist/fde85212-9b8f-4dc1-926b-c43cba2a39ad	Male
2047	asteroidz	7036883	never let you go	2999485-02	unite	hardstyle	2.08	2016	/artist/fde85212-9b8f-4dc1-926b-c43cba2a39ad	Male
2048	asteroidz	7036883	why not	3109621-02	unite	hardstyle	2.08	2016	/artist/fde85212-9b8f-4dc1-926b-c43cba2a39ad	Male
2049	asteroidz	7036883	the heaven	3112402-02	unite	hardstyle	2.08	2016	/artist/fde85212-9b8f-4dc1-926b-c43cba2a39ad	Male
2050	asteroidz	7036883	faith	3023852-02	unite	hardstyle	2.08	2016	/artist/fde85212-9b8f-4dc1-926b-c43cba2a39ad	Male
2051	asteroidz	7036883	no future	3064721-02	unite	hardstyle	2.08	2016	/artist/fde85212-9b8f-4dc1-926b-c43cba2a39ad	Male
2052	asteroidz	7036883	modify	2799763-02	unite	hardstyle	2.08	2015	/artist/fde85212-9b8f-4dc1-926b-c43cba2a39ad	Male
2053	asteroidz	7036883	fantasy	1339386-02	italian masters of hardstyle	hardstyle	2.08	2005	/artist/fde85212-9b8f-4dc1-926b-c43cba2a39ad	Male
2054	astral pilot	7036884	electro acupuncture	1330904-02	cocoon	techno	6.24	2008	/artist/aa2b4464-95e5-41b2-a5eb-b1a46380afcb	
2055	astrocats	1940	back 2 tha playground	1245568-02	darkroom dubs	funky|club house	2.08	2007		
2056	astrokid	7036885	they all look different	1204503-02	grand h	uk hardcore	4.16	1995	/artist/b435a839-e500-41e4-8b77-73871d4e7d2a	Male
2057	astronic	1824	nuage bleu	2595077-02	olbap	deep house	2.08	2014		
2058	asyncron	7036886	steppin ep	2524424-02	dock	deep dubstep	3.12	2014		
2059	asyncron	7036886	stepping ep (remixes)	2555118-02	dock	minimal|tech house	3.12	2012		
2060	asystematik	813791	servodriver	1373550-02	tekita	psy|goa trance	12.48	2008	/artist/31640588-6e0c-4348-b55c-c9d42d3eb967	
2061	atelewo	7036887	new day	1636656-02	yoruba	deep house	2.08	2010	/artist/73bf7550-8aab-4a6e-9460-695bcf51b428	
2062	atelewo	7036887	new day (quentin harris remix)/macaco (blackman bano remix)	1649957-02	yoruba	deep house	2.08	2010	/artist/73bf7550-8aab-4a6e-9460-695bcf51b428	
2063	atelier	7036888	something to fill an hour ep	3906440-02	lossless	deep house	4.16	2018	/artist/88a964a9-bb7d-42b5-a5f2-1fab7a5609b1	
2064	atelier	7036888	encoder ep	2804440-02	dmt	techno	4.16	2015	/artist/88a964a9-bb7d-42b5-a5f2-1fab7a5609b1	
2065	atg	2172	not normal (feat big apple)	3163457-02	drugs no label	hip hop|r&b	2.08	2016	/artist/729e9940-60f8-4e48-b66c-e72afc70fac1	
2066	atg	2172	know now	3341105-02	lante	dancehall|ragga	1.04	2017	/artist/729e9940-60f8-4e48-b66c-e72afc70fac1	
2067	athea	392158	capoeira	3237790-02	knee deep in sound	minimal|tech house	5.2	2016	/artist/63e9be84-8831-437d-9d61-751f44c4f032	
2068	athea	392158	mind game	2860367-02	knee deep in sound	minimal|tech house	4.16	2015	/artist/63e9be84-8831-437d-9d61-751f44c4f032	
2069	athea	392158	drums & arps ep	3388004-02	hive audio	minimal|tech house	3.12	2017	/artist/63e9be84-8831-437d-9d61-751f44c4f032	
2070	atheist	7036889	heaven sent	3166048-02	atheist division	hard trance	1.04	2016	/artist/424f2349-f719-46c0-ab39-abbb4364d95f	
2071	atlantic wave	7036890	dance pollution remix collection vol 2	1254081-02	dance pollution	hardstyle	2.08	2007	/artist/a66f6bdb-a3ff-4f7f-877c-3acecd836e87	
2072	atlantic wave	7036890	rain	1354548-02	dance pollution	uplifting trance	3.12	2008	/artist/a66f6bdb-a3ff-4f7f-877c-3acecd836e87	
2073	atlantic wave	7036890	love killer	1306450-02	dance pollution	hardstyle	2.08	2008	/artist/a66f6bdb-a3ff-4f7f-877c-3acecd836e87	
2074	atlantic wave	7036890	new style	1313960-02	dance pollution	hard trance	2.08	2008	/artist/a66f6bdb-a3ff-4f7f-877c-3acecd836e87	
2075	atlantic wave	7036890	relax	1330105-02	dance pollution	pop trance	2.08	2008	/artist/a66f6bdb-a3ff-4f7f-877c-3acecd836e87	
2076	atlantic wave	7036890	black mind confession	1291195-02	dance pollution	hard trance	2.08	2008	/artist/a66f6bdb-a3ff-4f7f-877c-3acecd836e87	
2077	atlantic wave	7036890	reforced	1301652-02	dance pollution	hard trance	2.08	2008	/artist/a66f6bdb-a3ff-4f7f-877c-3acecd836e87	
2078	atlantic wave	7036890	the creation	1303970-02	dance pollution	hard trance	2.08	2008	/artist/a66f6bdb-a3ff-4f7f-877c-3acecd836e87	
2079	atlantic wave	7036890	kataklisma	1279871-02	red alert	hard trance	2.08	2007	/artist/a66f6bdb-a3ff-4f7f-877c-3acecd836e87	
2080	atlus	4081944	ssss-3	4078000-02	sulta selects silver service	deep house	2.08	2019	/artist/06267db3-02d3-4d51-aea8-2005ee90839c	Male
2081	atlus	4081944	zopiclone ep	2938245-02	mister saturday night	experimental|electronic	3.12	2015	/artist/06267db3-02d3-4d51-aea8-2005ee90839c	Male
2082	atnarko bear	14580	tunnelvision ep	1353493-02	eighth dimension	breakbeat	2.85	2008	/artist/2242393d-8e8b-4fec-9f6a-f9fdb5e7cfe7	
2083	atochi & frankyeffe	7036891	cold time ep	1541456-02	overdrive mik	minimal|tech house	4.16	2010	/artist/1ca99238-c49a-40c4-9b5c-6cdeb6d066c3	
2084	atochi & frankyeffe	7036891	metro jungle ep (one year of overdrive musik)	1439794-02	overdrive mik	techno	16.64	2009	/artist/1ca99238-c49a-40c4-9b5c-6cdeb6d066c3	
2085	atom	3661	soul	3915691-02	borderline audio	minimal|tech house	2.08	2018	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2086	atom	3661	narcotics	3907143-02	sweet square	minimal|tech house	5.2	2018	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2087	atom	3661	ecstasy	3900593-02	hp	hip hop|r&b	1.04	2018	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2088	atom	3661	atomatomatomaromat....	1374290-02	plastic city	deep house	9.36	1999	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2089	atom	3661	future nights	3526955-02	the bunker new york	techno	3.12	2017	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2090	atom	3661	cuban effect	1552505-02	babaorum	techno	2.08	2003	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2091	atom	3661	moon diamonds ep	2143985-02	close 2 death	drum and bass	2.08	2013	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2092	atom	3661	c2dmp3024	1914459-02	close 2 death	drum and bass	2.08	2012	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2093	atom	3661	far away/midnight	3155687-02	red alfa	drum and bass	2.08	2016	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2094	atom	3661	fort knox vol 2	3182828-02	influence	drum and bass	2.08	2016	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2095	atom	3661	black cherry ep	3668177-02	influence	drum and bass	5.2	2018	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2096	atom	3661	strikes 3	1446918-02	plastic city uk	techno	5.2	2009	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2097	atom	3661	love to heart (too hot)	1255882-02	plastic city uk	deep house	5.2	2007	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2098	atom	3661	take it to love	1553109-02	plastic city uk	funky|club house	3.12	1996	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2099	atom	3661	seven days	2755868-02	infinity-tunes	psy|goa trance	1.04	2015	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2100	atom	3661	airspace	2701234-02	infinity-tunes	psy|goa trance	2.08	2015	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2101	atom	3661	live your dream ep	2378352-02	unite	hardstyle	2.08	2014	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2102	atom	3661	clear	2230372-02	unite	hardstyle	1.04	2013	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2103	atom	3661	hardtechno way of life ep	1436599-02	painkiller	techno	6.24	2009	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2104	atom	3661	studio electronics	1911745-02	phunkfiction	drum and bass	4.16	2012	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2105	atom	3661	mad scientist	1677896-02	inside	drum and bass	2.08	2011	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2106	atom	3661	sunshower (beatfanatic remixes)	1618044-02	soundscape	disco|nu-disco	2.08	2010	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2107	atom	3661	smile!	3178026-02	miami beats	funky|club house	1.04	2016	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2108	atom	3661	acid things	2623102-02	beat on	psy|goa trance	3.12	2014	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2109	atom	3661	gaia	3571503-02	sweet square	techno	2.08	2017	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2110	atom	3661	the jerky	1443023-02	market hoe meats	funky|club house	4.16	2009	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2111	atom	3661	gravity	1476722-02	amen brothers	drum and bass	2.08	2009	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2112	atom	3661	made you look (mixed by atom)	2205633-02	do you like	electro house	6.24	2013	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2113	atom	3661	sticky fingers	3607657-02	8 down	deep house	5.2	2017	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2114	atom	3661	blitz	2160878-02	gb prod/mega prod	electro house	2.08	2013	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2115	atom	3661	foreign substance	1351329-02	salvage	drum and bass	2.08	2008	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2116	atom	3661	812	2108314-02	bass jump	deep dubstep	2.08	2013	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2117	atom	3661	the atom quelection	1258097-02	queep organic house	minimal|tech house	13.52	2007	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2118	atom	3661	fmous	1859976-02	intermission	minimal|tech house	6.24	2011	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2119	atom	3661	somewhere	1496519-02	intermission	deep house	2.08	2009	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2120	atom	3661	double scotch neat ep	1496595-02	intermission	minimal|tech house	6.24	2009	/artist/a874e630-134c-4450-97c4-54e596404290	Male
2121	atom ant	1141688	ricochete	1697195-02	audaz	disco|nu-disco	4.16	2011	/artist/fd8b8ee0-bc44-46d7-bd3c-93771fa8bf71	Male
2122	atrium	7036892	ruf006	3983258-02	ruffside	drum and bass	2.08	2018	/artist/c373c5ac-f35c-4498-8b21-c261edc78d4c	
2123	atrium	7036892	ruf001 re-release	3983455-02	ruffside	drum and bass	2.08	2018	/artist/c373c5ac-f35c-4498-8b21-c261edc78d4c	
2124	atrium	7036892	ruf005	3791446-02	ruffside	drum and bass	2.08	2018	/artist/c373c5ac-f35c-4498-8b21-c261edc78d4c	
2125	atrium	7036892	in love with you (unreleased digital only mixes)	1239405-02	toolroom	funky|club house	2.08	2007	/artist/c373c5ac-f35c-4498-8b21-c261edc78d4c	
2126	atrium	7036892	ruf 004	3577179-02	ruffside	drum and bass	2.08	2017	/artist/c373c5ac-f35c-4498-8b21-c261edc78d4c	
2127	atrocite	778196	only you	1240172-02	scream and shout	electro house	3.12	2007	/artist/3bba82ba-b8a0-42c3-a099-7f97b3b0fb88	
2128	attention deficit	7036893	what	1248431-02	coldharbour	uplifting trance	2.08	2006	/artist/30e7ef9d-ce99-4988-a6b3-08f11434d496	
2129	attention deficit	7036893	what	1271847-02	coldharbour	progressive house	2.08	2007	/artist/30e7ef9d-ce99-4988-a6b3-08f11434d496	
2130	attention deficit	7036893	coldharbour 100	1620232-02	coldharbour	uplifting trance	5.2	2010	/artist/30e7ef9d-ce99-4988-a6b3-08f11434d496	
2131	attention deficit	7036893	use only the drugs	3636124-02	loaded	progressive house	2.08	2016	/artist/30e7ef9d-ce99-4988-a6b3-08f11434d496	
2132	attic tree	29351	reminisce	1240043-02	blackfish	broken beat|nu jazz	5.2	2006	/artist/f4f64e64-6aef-4e25-aa96-b18901b048c0	
2133	attic tree	29351	below the surface	1334082-02	blackfish	broken beat|nu jazz	6.24	2008	/artist/f4f64e64-6aef-4e25-aa96-b18901b048c0	
2134	audio al	2980166	mancha electronic edition part 1	1554950-02	mancha	minimal|tech house	4.16	2010	/artist/f6bf05a4-1846-4f32-92cf-9281f8c1f284	Male
2135	audio al	2980166	different shades of house music	1486378-02	mancha	deep house	4.16	2009	/artist/f6bf05a4-1846-4f32-92cf-9281f8c1f284	Male
2136	audio al	2980166	african salsa	1336266-02	mancha	deep house	3.12	2008	/artist/f6bf05a4-1846-4f32-92cf-9281f8c1f284	Male
2137	audio city soul	2320273	brothers ep	2627350-02	lany	minimal|tech house	4.16	2014	/artist/78394a70-6c7d-421d-9907-a44b22ef5c93	
2138	audio drive	7036894	i feel good	1212496-02	toolroom	funky|club house	3.12	2003	/artist/b03adeb7-481b-4a58-8454-6c62a2ceb4af	
2139	audio one	6969	be my love	2721875-02	dnz	scouse house	1.04	2015	/artist/f6bf05a4-1846-4f32-92cf-9281f8c1f284	Male
2140	audio one	6969	fear the midnight	1302955-02	proxoz	uplifting trance	2.08	2008	/artist/f6bf05a4-1846-4f32-92cf-9281f8c1f284	Male
2141	audio riot	7036895	weltschmerz	1336708-02	kondi	electro	5.2	2004	/artist/acbfa59e-c76e-4237-8529-a4f33e15e2c8	
2142	audio science	99174	monsoon	1935622-02	hypnotic	dub	4.16	1994	/artist/28a95f9d-2478-41c5-9727-f8543dc28388	
2143	audio science	99174	two & a half orbits later	1935628-02	hypnotic	progressive house	8.32	1997	/artist/28a95f9d-2478-41c5-9727-f8543dc28388	
2144	audio tech	1102	swerve	1454175-02	rococo	progressive house	2.08	2009	/artist/e624ce6f-4c62-4629-89ad-1e3365ae56f9	Male
2145	audiocad	693973	sci fi'lator	1305474-02	between us	disco|nu-disco	6.24	2008		
2146	audioguys	7036896	mashed mellow grooves 2 ep	3483830-02	transient	balearic|downtempo	5.2	2017	/artist/dab665b1-48ea-4865-b0fb-e8f1700cd0a1	
2147	audiomat	7036897	meditation ep	2071021-02	mania	techno	3.12	2012	/artist/80ee57f4-547e-45bb-8dcb-a3b0e98f6f8a	
2148	audiomontage	582	naughty neighbour	1349941-02	freerange	deep house	3.12	2008	/artist/629605d3-70fb-4665-9bce-c283a2aa0f5c	Male
2149	audiomontage	582	barracuda	1350001-02	freerange	broken beat|nu jazz	3.12	2008	/artist/629605d3-70fb-4665-9bce-c283a2aa0f5c	Male
2150	audiomontage	582	audiomontage (selected singles & remixes)	1469649-02	freerange	deep house	12.48	2009	/artist/629605d3-70fb-4665-9bce-c283a2aa0f5c	Male
2151	audiomontage	582	the lightness	1349962-02	freerange	deep house	2.08	2008	/artist/629605d3-70fb-4665-9bce-c283a2aa0f5c	Male
2152	audiomontage	582	fun kit ep	1349967-02	freerange	deep house	3.12	2008	/artist/629605d3-70fb-4665-9bce-c283a2aa0f5c	Male
2153	audiomontage	582	heaven	1350020-02	freerange	deep house	2.08	2008	/artist/629605d3-70fb-4665-9bce-c283a2aa0f5c	Male
2154	audiomontage	582	snert	1349987-02	freerange	broken beat|nu jazz	12.48	2008	/artist/629605d3-70fb-4665-9bce-c283a2aa0f5c	Male
2155	audiomontage	582	flyin' high	1350031-02	freerange	deep house	3.12	2008	/artist/629605d3-70fb-4665-9bce-c283a2aa0f5c	Male
2156	audionom	7036898	europa	2367768-02	gone beyond	indie	2.08	2013	/artist/b4f97a0e-ceef-4468-9587-031ff3c8a136	
2157	audiophox	1447830	chrome ep	1424540-02	bonzai back catalogue	progressive house	3.12	2009	/artist/e4f1f926-2b77-4556-9ace-463e0c92b01c	
2158	audiophox	1447830	play with me	1711299-02	free for all	minimal|tech house	2.08	2011	/artist/e4f1f926-2b77-4556-9ace-463e0c92b01c	
2159	audiophox	1447830	cast away	1320138-02	create	uplifting trance	2.08	2008	/artist/e4f1f926-2b77-4556-9ace-463e0c92b01c	
2160	audiophox	1447830	music for bandits ep	1468255-02	made2dance orange	funky|club house	3.12	2009	/artist/e4f1f926-2b77-4556-9ace-463e0c92b01c	
