artist_name	artist_id	release_name	release_id	label_name	styles	price	year	artist_page_url	gender	max_release_year	min_release_year	life_span	num_of_releases
chris bau	7041441	different steps ep	2120410-02	stolen soul	deep house	4.16	2013	/artist/ece90d95-9757-4ba4-8720-7b8d1206432f	Male	2013	2013	0	2
chris bc	4318084	overcast ep	2419903-02	deep tech	minimal|tech house	4.16	2014	/artist/f3402cd9-f7c6-43f3-87ab-2bcc79f6abb5	Male	2017	2013	4	15
chris binder	203449	patrnsr 1.2	1688447-02	patterns	techno	3.12	2011	/artist/bd8bd585-492b-4147-9740-e72466bfa8f9	Male	2015	2005	10	10
darku j	7041442	kick in the bass	4117507-02	allme	breakbeat	1.04	2016	/artist/49467279-f0e9-4b55-a03b-cf66b5cf40e7	Male	2016	2016	0	1
darkzy	5664229	spell it out	4049237-02	crucast	uk garage	1.04	2019	/artist/93fe9180-66af-4096-95d0-fd47d1448842	Male	2019	2016	3	9
darling	7041444	tulipa moves	3781312-02	safe trip	experimental|electronic	8.32	2018	/artist/7c73b656-6c29-4ee6-9a0f-471b97357521	Male	2018	2016	2	3
darlyn vlys	1689103	runner remixes	4082214-02	polymath	minimal|tech house	4.16	2019	/artist/8f270a45-a10c-4410-928f-03d769fd79ba	Male	2019	2010	9	48
darq e freaker	1676403	minger	2488644-02	numbers.	bass	2.08	2014	/artist/04a6259e-f160-4c88-87b2-d9caf482caa0	Male	2018	2010	8	7
darren c	7041446	syndication vol 9	2815391-02	funk'n deep	techno	6.24	2015	/artist/d83dca98-572b-4333-9dcd-150fdbc25953	Male	2016	2013	3	6
darren doherty	2770001	girl feel good	2359373-02	question of time	minimal|tech house	2.08	2013	/artist/d83dca98-572b-4333-9dcd-150fdbc25953	Male	2013	2012	1	3
darren emerson	2906	stop it	4016266-02	detone	techno	2.08	2019	/artist/90cd1311-85df-45fc-9783-c7a23cfba45a	Male	2019	1992	27	85
darren hall	1275089	crackdown	2256327-02	gearbox digital	hard trance	2.08	2013	/artist/d83dca98-572b-4333-9dcd-150fdbc25953	Male	2013	2011	2	5
darren marshall	7041447	chrome ep	2104250-02	ill bomb	minimal|tech house	3.12	2012	/artist/d83dca98-572b-4333-9dcd-150fdbc25953	Male	2012	2011	1	2
darren rice	7041448	booty in the air	2753353-02	heavy reel	techno	2.08	2014	/artist/e9a1acfd-0253-406d-b4fe-a1432abeb2eb	Male	2014	2014	0	1
darren roach	203706	the cross section collective	3737290-02	cross section	minimal|tech house	4.16	2018	/artist/aaa231a0-8616-4aad-ad80-1fdf9bb4b30d	Male	2018	1997	21	12
darrien	870123	the people want more: volume 1	1759532-02	hollow point	uk hardcore	3.12	2011	/artist/d6c37634-6fe6-4478-a69a-59d676d46394	Male	2011	2007	4	2
darrin sterling	7041450	desire	1901451-02	nightshade music	minimal|tech house	4.16	2012	/artist/fe3fa960-2f38-4a06-9254-b90272c99a36	Male	2012	2012	0	1
dart rayne	1568678	razor	2601250-02	a state of trance	uplifting trance	2.08	2014	/artist/27a1f21e-d489-47cb-a94a-0b2beeed68e1	Male	2018	2010	8	40
darude	6433	look away	4058442-02	armada	progressive house	1.04	2019	/artist/9ffad8aa-b671-4a9a-a527-a95bdaaa0ec4	Male	2019	1999	20	14
darwin	242200	one more time	4060930-02	hungry koala	minimal|tech house	1.04	2019	/artist/78c54c29-766e-4e75-a94e-ca9c8b29bead	Male	2019	2006	13	71
daryl stay	1601	modulate	3908776-02	octopus black label	techno	2.08	2018	/artist/4b7056ab-5b4c-4b90-b6a3-58a1e9452e51	Male	2018	1997	21	19
das ding	98180	world of rubber 2	4076854-02	rubber	experimental|electronic	5.2	2019	/artist/e2261327-2274-475c-bbaa-0fb899a1e262	Male	2019	1982	37	26
das muster	2176762	artificial signal network	3854322-02	pulse drift	electro	6.24	2018	/artist/286a0a30-3212-4d93-a97b-a58a8115bcca	Male	2018	2010	8	28
cayetano	523108	melanie	4047342-02	high hop	balearic|downtempo	12.48	2018	/artist/3968e381-e873-44ca-b797-48bd22af50c8	Male	2018	2007	11	10
caz	7041456	tokyo ep	3416971-02	fusion	hardstyle	3.12	2017	/artist/7f49def0-9e18-4987-a246-074db44ec301	Male	2017	2014	3	5
caze	7041457	mind body & soul	2637289-02	heavy	deep house	1.04	2014	/artist/34ec6051-3a91-441b-8669-bbbd88870ad8	Male	2014	2014	0	1
cdt	7041462	silked	2810019-02	thought render	bass	3.12	2015	/artist/153401b3-3f23-4cda-9261-dd55f42fc738	Male	2015	2015	0	1
cedaa	1834071	sapphire	1864287-02	car crash set	dirty dubstep|trap|grime	4.16	2011	/artist/b459d7ac-315f-46e2-99eb-facd1fb4befe	Male	2015	2010	5	4
cedric gervais	67597	don't you want	4114270-02	delecta	minimal|tech house	1.04	2019	/artist/c9073012-4547-4a72-8963-738d9f8503cc	Male	2019	2006	13	18
cee cee cox	1902008	playground	1678054-02	bonzai progressive	progressive house	4.16	2011	/artist/817731e8-e131-474e-a69f-250d9e1cc482	Male	2011	2010	1	6
cee elassaad	5463702	don't leave me	4046248-02	tribe	deep house	3.12	2019	/artist/817731e8-e131-474e-a69f-250d9e1cc482	Male	2019	2013	6	10
ceephax acid crew	20390	world dissolver	3868514-02	waltzer	experimental|electronic	6.24	2013	/artist/f226bcd7-114e-418f-8fa5-e24a47a89cf5	Male	2019	2000	19	26
celestial trax	4064987	vaxxilate ep	3859402-02	rinse	bass	4.16	2018	/artist/a97091f3-0f29-4cea-add4-f164037bf6a8	Male	2018	2016	2	6
cellini	7041467	lyase va volume two	3696468-02	lyase	techno	5.2	2018	/artist/ded6c908-fd10-4658-9fcb-623c3bf2dd6e	Male	2018	2018	0	1
celsius	68882	thought as much	2136377-02	moda black	funky|club house	2.08	2013	/artist/f302e060-a8d6-43b4-a801-62758d65766f	Male	2018	2002	16	21
celt islam	1056005	al zahid	3846440-02	eastern pressure	dirty dubstep|trap|grime	4.16	2018	/artist/b49b2234-96d9-4479-8e26-d8d3c3162406	Male	2018	2018	0	1
celvin x	7041469	directions	4045310-02	de-konstrt	techno	2.08	2019	/artist/8ed0c67f-2f96-4720-b4af-6a54e42f0544	Male	2019	2018	1	2
cera alba	2972672	verano	3740494-02	abode	funky|club house	1.04	2018	/artist/2f42f017-2206-434e-9d8f-005bf343d934	Male	2018	2012	6	26
chris brogan	4033883	give it all up	4019472-02	queen house music	funky|club house	1.04	2019	/artist/69a967ba-eadb-4f47-bb63-031e3cac2d39	Male	2019	2011	8	14
chris carter	7041476	disobedient	3977185-02	mute	experimental|electronic	10.4	2018	/artist/8b194f07-66ca-4b11-9cc1-c8cd2cd656b7	Male	2019	2000	19	31
chris coco	7379	music for concentration	4004836-02	chris coco	balearic|downtempo	3.12	2019	/artist/c41541e9-2284-4a14-b977-3e4d174e2169	Male	2019	1991	28	82
chris hartwig	3752400	desert	4059573-02	moonbootique	minimal|tech house	3.12	2019	/artist/69037f33-b1c2-4a5c-8ff3-3f8b00fc47f7	Male	2019	2014	5	22
chris honorat	780	epione records 02	3874749-02	epione	techno	4.16	2018	/artist/4503a9e9-3266-4b62-a25a-36ff0e2d14d4	Male	2018	2014	4	4
chris hughes	95755	stalker vibes	3877937-02	m5	minimal|tech house	2.08	2018	/artist/d1ba4333-3112-44bc-8768-273d879d7d74	Male	2018	2018	0	1
chris iliou	2338419	redlight music 2 years remixed iii	1936930-02	redlight music	minimal|tech house	5.2	2012	/artist/39a2de31-cef1-4a05-abdf-5d3635c7974c	Male	2015	2011	4	3
chris james	886807	mellow!	3998111-02	bmg rights management	pop	3.12	2018	/artist/f0410667-a245-494b-887b-a81ba45d783d	Male	2018	2006	12	39
chris jones	28514	strong2	3989566-02	trax	funky|club house	11.44	2019	/artist/95a7a3bb-f2f2-455d-bbd6-39944fdbbd6a	Male	2019	2008	11	12
chris kaeser	249179	emphasis	4092322-02	bitrate	progressive house	2.08	2019	/artist/05ddcd92-c90e-4435-aabb-71f92692ddaf	Male	2019	2005	14	75
chris kennedy	834841	christmas in new york	2977225-02	in harmony	balearic|downtempo	1.04	2015	/artist/44e18a4a-4020-411a-bddb-0ae46cbf953d	Male	2015	2015	0	1
chris koegler	5805113	incolate ep	3614520-02	counter pulse	techno	3.12	2017	/artist/6a4ee4c8-eaed-48ef-84c2-34ee655e2312	Male	2017	2014	3	6
chris lake	34932	deceiver	3888917-02	black book	funky|club house	1.04	2018	/artist/fca94d64-9ada-4264-9373-4158e2f7c7e7	Male	2018	2002	16	58
chris lawrence	261788	never gonna give you up ep	2105405-02	big poppa	funky|club house	4.16	2012	/artist/44e35665-cc95-4d8d-a232-9c285a8e1c36	Male	2012	2012	0	1
chris lehmann	7041481	imagination	4042445-02	sinope	techno	1.04	2019	/artist/2252d0f0-5f8c-4886-b9c7-305dcec15fac	Male	2019	2017	2	5
chris liberator	5160	clash	3943900-02	polymeric	hard techno	3.12	2018	/artist/01d81a72-090f-43dc-9431-112b63a18aa0	Male	2018	1997	21	52
chris lum	11233	let it fall: 2012 remixes remastered	4006569-02	moulton music	deep house	4.16	2019	/artist/9acda91f-d7b9-4c7b-aceb-2feecb7689fd	Male	2019	1999	20	43
chris luzz	1192878	darkness falls	2753054-02	good company	deep house	4.16	2015	/artist/6a4ee4c8-eaed-48ef-84c2-34ee655e2312	Male	2015	2009	6	2
chris maiberger	1625382	solid state	1735733-02	kant	minimal|tech house	4.16	2011	/artist/dc99a0af-5261-41cd-ba1f-9e96a8f078f3	Male	2011	2009	2	4
chris maico schmidt	489295	elisenstrasse remixes	3814282-02	blu fin	minimal|tech house	6.24	2018	/artist/800f28f1-38cb-435c-99c7-4ab5bde83b6e	Male	2018	1993	25	40
chris malinchak	586830	photograph ep	4062120-02	2 crows	deep house	6.24	2019	/artist/e609ddc2-c61d-49bf-8992-67976cd2c37d	Male	2019	1998	21	46
chris manura	1523152	hope	2732621-02	lebensfreude	progressive house	5.2	2015	/artist/6a4ee4c8-eaed-48ef-84c2-34ee655e2312	Male	2017	2007	10	15
chris massey	480964	return to the mutant disco	3691366-02	sprechen	disco|nu-disco	5.2	2018	/artist/33d12075-94ff-46b3-aafd-2fe79b6a2881	Male	2019	2014	5	8
chris minus	2072078	drained delays ep	1966476-02	sole channel music	deep house	3.12	2012	/artist/6bfa8154-3755-4249-ae9b-76cecb542d5f	Male	2013	2010	3	10
chris mitchell	7041489	texture 7am (no standing just dancing)	3394533-02	concrete  7am	deep house	4.16	2017	/artist/8de9142d-e5eb-4053-ad36-16274b06768e	Male	2017	2013	4	4
chris moss acid	414355	machine heavy	4074729-02	balkan vinyl	deep house	4.16	2019	/artist/83fd6531-643d-4fbb-8067-3e931697b304	Male	2019	2006	13	28
cerillo	7041490	secret rave ep	3816848-02	kms	techno	4.16	2018	/artist/5ec011e0-1fe5-4f84-823b-eba8c234cdf3	Male	2018	2014	4	11
cerrone	16127	supernature (instrumental)	3890808-02	malligator preference	disco|nu-disco	2.08	2018	/artist/9ec90f51-2c4a-495b-b478-2dfc9c07f8bc	Male	2018	2008	10	29
cerveau	7041493	camp phibian	2809803-02	new city sound	deep house	1.04	2015	/artist/ae9dd508-d155-432f-82ff-69cfe0bdbf04	Male	2015	2015	0	2
cervello elettronico	347661	anima meccanica	2422372-02	hands	breakbeat	13.52	2014	/artist/e5d7b80a-fd9f-4509-b03b-984873a1d31b	Male	2017	2004	13	27
cevin fisher	3870	2000 freaks come out	4034833-02	toolroom	minimal|tech house	1.04	2019	/artist/6ac09211-c911-4220-8cd1-3585888d3967	Male	2019	1989	30	104
chad	7041495	ade va 18	3933925-02	onefold dgtl	minimal|tech house	5.2	2018	/artist/358993bd-c99f-4016-ad70-1ff28e4b0099	Male	2018	2011	7	6
chael	7041496	construct	3827497-02	twistedvintage	techno	1.04	2018	/artist/f27ec8db-af05-4f36-916e-3d57f91ecf5e	Male	2018	2016	2	5
chambray	2861279	where you at?	3970257-02	dirtybird	minimal|tech house	3.12	2018	/artist/25c6bdee-30ce-4cc9-87cb-c76770070f6c	Male	2018	2014	4	10
chancha via circuito	1171609	la victoria	3733388-02	wonderwheel	dancehall|ragga	0.95	2018	/artist/22c82e36-c32c-4206-8a49-6d350cce992f	Male	2018	2008	10	7
chandler shortlidge	7041498	el diablo ep	1961708-02	niraya world	minimal|tech house	3.12	2012	/artist/89ac1a98-98f0-473c-96ef-e6f7cb0944ae	Male	2013	2011	2	11
chang park	3916556	persistence	2210078-02	wsr trax	experimental|electronic	5.2	2013	/artist/969fc586-f8fe-474c-9b96-73abce7aafc1	Male	2013	2013	0	1
chanski	3817330	the end of a cycle	2418175-02	aerotropic	techno	3.12	2014	/artist/ea9a6d55-4e80-4b17-a78f-4a71d47ccf8e	Male	2018	2013	5	8
chantola	1437134	revolution	4033981-02	tesno	techno	1.04	2019	/artist/a7448481-962c-4138-8be3-d24f3ce6ace8	Male	2019	2009	10	45
charity	7041504	and there were strangers	3906090-02	planet hype	pop	1.04	2018	/artist/26d58649-341d-48d2-8fa5-c563b60fb815	Male	2018	2014	4	3
charles b	17004	universal funk	3443079-02	guru	electro house	1.04	2017	/artist/8f354822-f38c-4cce-9771-6548c4038fdc	Male	2017	1988	29	2
charles bell	7041505	lost & found	2564727-02	undertechnical	minimal|tech house	3.12	2014	/artist/47004350-77f2-4d3d-8bc5-341091cab36d	Male	2014	2013	1	2
charles bohmann	7041506	soft knee	2408903-02	324	minimal|tech house	2.08	2014	/artist/379492dd-7a34-4576-819c-6d25b52a364d	Male	2014	2013	1	2
charles cohen	720082	a retrospective	2720584-02	morphine	experimental|electronic	22.88	2015	/artist/1d24ef4c-6e0d-4adf-8f87-637bbf9e60f0	Male	2015	2015	0	2
charlie	15971	switch the sound	3892090-02	disco balls	deep house	2.08	2018	/artist/c7356af9-9ea6-4a78-a55b-c73775716312	Male	2018	2002	16	17
charlie brown	120691	party home	3003758-02	clorophilla	minimal|tech house	2.08	2016	/artist/1726e385-b2d4-4d24-b4a3-ad9eb3a6b725	Male	2017	2002	15	23
charlie curtis	7041508	kingpin	4027767-02	say what?	techno	4.16	2019	/artist/c7356af9-9ea6-4a78-a55b-c73775716312	Male	2019	2014	5	6
charlie hawk	7041510	satisfaction guaranteed	1621576-02	vinyl pusher	funky|club house	2.08	2010	/artist/1e8b3e4f-83c3-4b30-afa0-220363a7df5a	Male	2012	2006	6	8
charlie may	30320	the midnight eclipse ep	1499880-02	renaissance	progressive house	4.16	2010	/artist/d69654b2-3141-4e8a-ad65-685282047b44	Male	2017	1992	25	30
charlie sinclair	7041511	that hit	3725933-02	paper	deep house	4.16	2018	/artist/1e8e3051-9f95-4b6e-b8da-454b959d30d2	Male	2018	2018	0	1
chassol	524581	ultrascores	2338773-02	tricatel	balearic|downtempo	13.52	2013	/artist/4bcdead3-acd4-44e5-9d05-cab1b3879662	Male	2017	2012	5	7
chaton	245301	overview sampler 3	1361189-02	lessizmore	minimal|tech house	4.16	2008	/artist/ef9a4bb7-7bbb-45e2-ad65-60236498a034	Male	2013	2001	12	20
chavez	198676	better days will haunt you	1241130-02	matador	rock	26.6	2006	/artist/b4a4ce33-3de7-4971-b768-c560aabd1b16	Male	2006	2006	0	1
chaz jankel	3477	best of	1289540-02	tirk	disco|nu-disco	13.52	2007	/artist/ae49f3a6-8610-4bd2-97b9-795f5e78cd3e	Male	2012	2007	5	10
che	7041516	move like a pigeon	1742730-02	i'm a clichÃÂÃÂÃÂÃÂ¢ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¢ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ	electro house	2.08	2011	/artist/6320cd98-ae73-4cff-98aa-c11a1d5d9137	Male	2017	2006	11	6
chef	139203	mastermindz of dubstep vol 1	2040088-02	masterdub	dirty dubstep|trap|grime	5.2	2012	/artist/b99d5182-ff4f-4e5a-9f56-7d01a3e72b05	Male	2014	2002	12	12
cheise	3229717	from da east	3899372-02	rease the groove	deep house	4.16	2018	/artist/f31f408f-f417-4813-97e4-14cafcc6555f	Male	2018	2011	7	23
chelina manuhutu	7041519	fantastic job	3856583-02	lemon-aid	minimal|tech house	1.04	2018	/artist/083cf8eb-1208-43c3-a97e-8323b3bd0102	Male	2018	2013	5	2
chelonis r. jones	70622	one & one	1203135-02	get physical music	electro house	3.12	2002	/artist/3de074a9-88e1-4d96-88d4-0b5ce37f05a9	Male	2009	2002	7	3
chemars	1545757	morning sky	4012278-02	campo alegre	deep house	1.04	2019	/artist/e2acdf56-4938-44d3-a6af-546cd5ad2922	Male	2019	2008	11	93
chemical play	3718704	emerald city	4029985-02	bybl	deep house	1.04	2019	/artist/5883b3d6-83e1-4ca8-991b-b42f9a2a8d96	Male	2019	2012	7	10
cheshire cat	11533	good ganja	2589153-02	irish moss	dub	5.2	2014	/artist/60f93368-470f-4f34-9efb-2bfa9f2d043a	Male	2017	2014	3	4
chester code	3413872	sexy body	2233757-02	aquasound	funky|club house	2.08	2013	/artist/ede01ec4-25f5-4137-8080-6ad9e3f31c1e	Male	2014	2013	1	3
chesus	2904604	baduka	3870217-02	ten thousand yen	deep house	2.08	2018	/artist/e1a91829-c8bd-4436-9358-6d00d5a11179	Male	2018	2013	5	2
chet faker	2716985	lockjaw	2339978-02	future classic	experimental|electronic	3.12	2013	/artist/0fb267e2-7175-4537-a9f2-e835ecc81ff7	Male	2017	2012	5	9
chevals	6124008	great raw vol 2	3964568-02	grand cru paris	deep house	4.16	2019	/artist/baa571d3-6a64-4457-9c7a-6b3ea7e1f7da	Male	2019	2018	1	3
chevel	937440	in a rush & mercurial	3825471-02	enklav.	techno	12.48	2018	/artist/9d2ca99a-be53-421c-913c-331c29c20198	Male	2018	2008	10	46
chevron	91060	good morning britain	3841051-02	love love	experimental|electronic	10.4	2018	/artist/ab3c357e-3c10-465e-90c0-2817bdc2a0f2	Male	2019	2003	16	30
chicano	7041523	off the wall	3629053-02	best	disco|nu-disco	3.12	2017	/artist/ec562a53-a7cc-4c1c-8c16-a123336c273e	Male	2017	2017	0	3
chico perulli	486168	messapia	1257660-02	vintage	minimal|tech house	3.12	2007	/artist/a527cafd-f16c-4ca2-9a32-d8facfc29509	Male	2018	2007	11	18
chicola	274758	cachengue ep	3905066-02	selador	minimal|tech house	3.12	2018	/artist/ac617c59-e196-422d-827a-d74d30b10719	Male	2018	2005	13	25
chilo decks	3894929	primera estacion ep	1449636-02	road trip	electro house	6.24	2009	/artist/7ba88bbe-1b2c-427e-abdf-c7ed86ea608f	Male	2013	2009	4	8
chimpo	645279	seize & settle	3774420-02	box n lock	dirty dubstep|trap|grime	1.04	2018	/artist/f214658d-7d30-405d-b2ec-13ec8da26b85	Male	2018	2009	9	19
chlÃÂÃÂÃÂÃÂ¢ÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ±r	7041525	momentous sacrilege ep	3779559-02	bipolar disorder	techno	8.32	2018	/artist/13130568-f45a-4519-a83f-803460eb65e4	Male	2018	2018	0	1
chmmr	1728888	lyd & bilde	2570682-02	full pupp	disco|nu-disco	3.12	2014	/artist/450adb27-d27c-4d03-8964-37c8599263f0	Male	2018	2010	8	12
chris aidy	660228	toolroom club tools vol  4	1985845-02	toolroom	deep house	4.16	2012	/artist/8ab0901d-3707-4162-8948-5b0490838f0c	Male	2018	2006	12	26
chris allsopp	7041526	evading circles ep	2587000-02	slaap	minimal|tech house	3.12	2014	/artist/e59e9a44-e052-46bb-99dc-e1097984d899	Male	2014	2013	1	3
chris avantgarde	2193174	true love	3911975-02	vntgrd	dirty dubstep|trap|grime	1.04	2018	/artist/bbc8350d-11e8-4be4-9337-45cf283e2f8d	Male	2018	2010	8	14
chris bailey	100998	push the preset	2119571-02	kidology	deep house	11.44	2013	/artist/7e1e2973-70f9-4f44-a17f-ab6235f03a02	Male	2014	2013	1	2
chris beale	1501172	ludachris	3269492-02	immoral music	uk garage	1.04	2016	/artist/6302b59d-047a-44d1-b011-5c21c882fc5d	Male	2016	2015	1	4
chris blackwell	30414	what a day	2298388-02	reload	deep house	1.04	2013	/artist/fe87d8b0-6c5a-4305-95ec-b535d572905f	Male	2013	2013	0	1
chris bungoni	7041527	tyro ep	2794720-02	datatech	minimal|tech house	2.08	2015	/artist/6a4ee4c8-eaed-48ef-84c2-34ee655e2312	Male	2015	2015	0	1
chris carini	7041530	head frogs	2869510-02	hoe trip	funky|club house	4.16	2015	/artist/57986616-4f75-40e3-9c1f-c15de9862eb7	Male	2015	2012	3	4
chris carrier	145180	lota draconis	4096379-02	adult only	minimal|tech house	6.24	2019	/artist/0c676ed4-ee63-4133-b310-5ec26bd40a33	Male	2019	1994	25	167
chris colburn	825375	dilemmas ep	2141069-02	driving forces	techno	3.12	2013	/artist/37cf1330-1302-4336-9dd4-c8f460ef6597	Male	2016	2005	11	20
chris cowie	8127	direct connect ii ep	1693574-02	hook	techno	4.16	2011	/artist/1e2487e2-3a39-401d-bcf8-0253a42e2c44	Male	2011	1991	20	131
chris d	7041534	i love retro & techno music vol 5	2773908-02	zimbalam	hard house	14.56	2015	/artist/70c9ff9c-0e33-429a-a402-ad96589fa4cc	Male	2015	2015	0	1
chris da funk	1651902	carola	2062792-02	vamos	progressive house	3.12	2012	/artist/fb26d9bf-80fd-45f5-b2b5-2040922ad7fc	Male	2013	2011	2	7
chris di stefano	7041536	i have a story to tell	1711021-02	lad publishing	progressive house	3.12	2011	/artist/3dcbbc64-b9e0-4bfa-b5ee-871de35be0c2	Male	2016	2011	5	4
chris dogzout	6553851	debut	3277134-02	y-fu	minimal|tech house	6.24	2016	/artist/6a4ee4c8-eaed-48ef-84c2-34ee655e2312	Male	2016	2016	0	2
chris e	7041537	iron weapon	2633750-02	jtice hardcore	uk hardcore	1.04	2014	/artist/cf990e45-ea36-4663-8967-5c9b66cbb01d	Male	2015	2014	1	4
chris fortier	2175	selador reloads vol 3	2886177-02	selador	minimal|tech house	5.2	2015	/artist/2bfd0d58-6d11-4313-b4a9-37722a5ad1ab	Male	2018	1994	24	45
chris geschwindner	3943066	aural awareness	2693828-02	einfach hoeren	techno	6.24	2015	/artist/6a4ee4c8-eaed-48ef-84c2-34ee655e2312	Male	2018	2014	4	10
chris grant	358659	it's not about war!	3933533-02	359	indie	10.4	2013	/artist/852d768d-ef98-405a-ad63-6683e994030e	Male	2013	2005	8	5
